NV10002	Nasonia vitripennis	105194445	S. invicta	EnsemblCompara data set
NV10002	Nasonia vitripennis	105619338	A. cephalotes	EnsemblCompara data set
NV10002	Nasonia vitripennis	BIMP19786	B. impatiens	EnsemblCompara data set
NV10002	Nasonia vitripennis	FBgn0004244	D. melanogaster	EnsemblCompara data set
NV10002	Nasonia vitripennis	GB40975	A. mellifera	EnsemblCompara data set
NV10003	Nasonia vitripennis	105204027	S. invicta	EnsemblCompara data set
NV10003	Nasonia vitripennis	105622363	A. cephalotes	EnsemblCompara data set
NV10003	Nasonia vitripennis	BIMP19787	B. impatiens	EnsemblCompara data set
NV10003	Nasonia vitripennis	FBgn0001233	D. melanogaster	EnsemblCompara data set
NV10003	Nasonia vitripennis	GB40976	A. mellifera	EnsemblCompara data set
NV10006	Nasonia vitripennis	105197539	S. invicta	EnsemblCompara data set
NV10006	Nasonia vitripennis	105623313	A. cephalotes	EnsemblCompara data set
NV10006	Nasonia vitripennis	105625280	A. cephalotes	EnsemblCompara data set
NV10006	Nasonia vitripennis	BIMP17357	B. impatiens	EnsemblCompara data set
NV10006	Nasonia vitripennis	GB53613	A. mellifera	EnsemblCompara data set
NV10007	Nasonia vitripennis	105198850	S. invicta	EnsemblCompara data set
NV10007	Nasonia vitripennis	105617042	A. cephalotes	EnsemblCompara data set
NV10007	Nasonia vitripennis	BIMP14274	B. impatiens	EnsemblCompara data set
NV10007	Nasonia vitripennis	FBgn0031832	D. melanogaster	EnsemblCompara data set
NV10007	Nasonia vitripennis	GB40397	A. mellifera	EnsemblCompara data set
NV10011	Nasonia vitripennis	105204122	S. invicta	EnsemblCompara data set
NV10011	Nasonia vitripennis	105624714	A. cephalotes	EnsemblCompara data set
NV10011	Nasonia vitripennis	BIMP25036	B. impatiens	EnsemblCompara data set
NV10011	Nasonia vitripennis	FBgn0026196	D. melanogaster	EnsemblCompara data set
NV10011	Nasonia vitripennis	GB44512	A. mellifera	EnsemblCompara data set
NV10012	Nasonia vitripennis	105198917	S. invicta	EnsemblCompara data set
NV10012	Nasonia vitripennis	105624715	A. cephalotes	EnsemblCompara data set
NV10012	Nasonia vitripennis	BIMP25077	B. impatiens	EnsemblCompara data set
NV10012	Nasonia vitripennis	FBgn0262699	D. melanogaster	EnsemblCompara data set
NV10012	Nasonia vitripennis	GB44511	A. mellifera	EnsemblCompara data set
NV10013	Nasonia vitripennis	105202709	S. invicta	EnsemblCompara data set
NV10013	Nasonia vitripennis	105619527	A. cephalotes	EnsemblCompara data set
NV10013	Nasonia vitripennis	BIMP13064	B. impatiens	EnsemblCompara data set
NV10013	Nasonia vitripennis	FBgn0264816	D. melanogaster	EnsemblCompara data set
NV10013	Nasonia vitripennis	GB46916	A. mellifera	EnsemblCompara data set
NV10014	Nasonia vitripennis	105196561	S. invicta	EnsemblCompara data set
NV10014	Nasonia vitripennis	105623980	A. cephalotes	EnsemblCompara data set
NV10014	Nasonia vitripennis	BIMP24313	B. impatiens	EnsemblCompara data set
NV10014	Nasonia vitripennis	FBgn0260657	D. melanogaster	EnsemblCompara data set
NV10014	Nasonia vitripennis	GB41653	A. mellifera	EnsemblCompara data set
NV10015	Nasonia vitripennis	105203799	S. invicta	EnsemblCompara data set
NV10015	Nasonia vitripennis	105624389	A. cephalotes	EnsemblCompara data set
NV10015	Nasonia vitripennis	BIMP18540	B. impatiens	EnsemblCompara data set
NV10015	Nasonia vitripennis	GB42672	A. mellifera	EnsemblCompara data set
NV10016	Nasonia vitripennis	105203800	S. invicta	EnsemblCompara data set
NV10016	Nasonia vitripennis	105624390	A. cephalotes	EnsemblCompara data set
NV10016	Nasonia vitripennis	BIMP18541	B. impatiens	EnsemblCompara data set
NV10016	Nasonia vitripennis	GB42673	A. mellifera	EnsemblCompara data set
NV10017	Nasonia vitripennis	105203802	S. invicta	EnsemblCompara data set
NV10017	Nasonia vitripennis	105624391	A. cephalotes	EnsemblCompara data set
NV10017	Nasonia vitripennis	BIMP18542	B. impatiens	EnsemblCompara data set
NV10017	Nasonia vitripennis	FBgn0085442	D. melanogaster	EnsemblCompara data set
NV10017	Nasonia vitripennis	GB53307	A. mellifera	EnsemblCompara data set
NV10018	Nasonia vitripennis	105203803	S. invicta	EnsemblCompara data set
NV10018	Nasonia vitripennis	105624393	A. cephalotes	EnsemblCompara data set
NV10018	Nasonia vitripennis	BIMP18544	B. impatiens	EnsemblCompara data set
NV10018	Nasonia vitripennis	FBgn0261625	D. melanogaster	EnsemblCompara data set
NV10018	Nasonia vitripennis	GB53310	A. mellifera	EnsemblCompara data set
NV10019	Nasonia vitripennis	105203805	S. invicta	EnsemblCompara data set
NV10019	Nasonia vitripennis	105624421	A. cephalotes	EnsemblCompara data set
NV10019	Nasonia vitripennis	BIMP12314	B. impatiens	EnsemblCompara data set
NV10019	Nasonia vitripennis	GB42621	A. mellifera	EnsemblCompara data set
NV10020	Nasonia vitripennis	105201619	S. invicta	EnsemblCompara data set
NV10020	Nasonia vitripennis	105622325	A. cephalotes	EnsemblCompara data set
NV10020	Nasonia vitripennis	BIMP17446	B. impatiens	EnsemblCompara data set
NV10020	Nasonia vitripennis	FBgn0038172	D. melanogaster	EnsemblCompara data set
NV10020	Nasonia vitripennis	FBgn0038173	D. melanogaster	EnsemblCompara data set
NV10020	Nasonia vitripennis	GB53848	A. mellifera	EnsemblCompara data set
NV10021	Nasonia vitripennis	105203808	S. invicta	EnsemblCompara data set
NV10021	Nasonia vitripennis	105624396	A. cephalotes	EnsemblCompara data set
NV10021	Nasonia vitripennis	BIMP12316	B. impatiens	EnsemblCompara data set
NV10021	Nasonia vitripennis	GB42624	A. mellifera	EnsemblCompara data set
NV10022	Nasonia vitripennis	105201619	S. invicta	EnsemblCompara data set
NV10022	Nasonia vitripennis	105622325	A. cephalotes	EnsemblCompara data set
NV10022	Nasonia vitripennis	BIMP17446	B. impatiens	EnsemblCompara data set
NV10022	Nasonia vitripennis	FBgn0038172	D. melanogaster	EnsemblCompara data set
NV10022	Nasonia vitripennis	FBgn0038173	D. melanogaster	EnsemblCompara data set
NV10022	Nasonia vitripennis	GB53848	A. mellifera	EnsemblCompara data set
NV10023	Nasonia vitripennis	105201619	S. invicta	EnsemblCompara data set
NV10023	Nasonia vitripennis	105622325	A. cephalotes	EnsemblCompara data set
NV10023	Nasonia vitripennis	BIMP17446	B. impatiens	EnsemblCompara data set
NV10023	Nasonia vitripennis	FBgn0038172	D. melanogaster	EnsemblCompara data set
NV10023	Nasonia vitripennis	FBgn0038173	D. melanogaster	EnsemblCompara data set
NV10023	Nasonia vitripennis	GB53848	A. mellifera	EnsemblCompara data set
NV10024	Nasonia vitripennis	105201617	S. invicta	EnsemblCompara data set
NV10024	Nasonia vitripennis	105622326	A. cephalotes	EnsemblCompara data set
NV10024	Nasonia vitripennis	BIMP17445	B. impatiens	EnsemblCompara data set
NV10024	Nasonia vitripennis	FBgn0014906	D. melanogaster	EnsemblCompara data set
NV10024	Nasonia vitripennis	GB53847	A. mellifera	EnsemblCompara data set
NV10025	Nasonia vitripennis	105205012	S. invicta	EnsemblCompara data set
NV10025	Nasonia vitripennis	105618736	A. cephalotes	EnsemblCompara data set
NV10025	Nasonia vitripennis	BIMP25613	B. impatiens	EnsemblCompara data set
NV10025	Nasonia vitripennis	FBgn0039743	D. melanogaster	EnsemblCompara data set
